Corr config
dr,0.2
dtheta,1.2857142857142858
N_points_avg,1
neighbor_dist,8
""
General info
input_path,flatspin_temp_sweeps/DI40_0.25-0.0_alpha_0.0121_temps_1-3000_runs_25
report_created,2021-04-23 18:57:21.094109
""
Parameter results
T_c,379.8477087245273
C_curie,2.202417434308154e-08
A,10.31924140053943
nu,-0.029179111345556955
""
Temp sweep data
temps,corrLengths,corrLengthsVar,corrSums,susceptibilities
1.0,4.726155432018047,0.28454782255125444,163.23363312806066,2.437761774562945e-08
126.0,7.782802002726867,0.4009919777263664,218.90236365856174,2.594546877197224e-10
250.9,10.59491859803397,0.5315980596383181,249.2707121026786,1.4837208816065633e-10
375.9,6.5998359089505305,0.3224750802072712,197.711160932586,7.85489667086634e-11
500.8,12.152136704047289,0.5786273752832672,261.6650638596727,7.803025702774957e-11
625.8,6.884529921782113,0.3649228004229943,203.58557029553137,4.858397559501317e-11
750.8,10.464379016250337,0.43527031614010997,244.00837250248009,4.8535787463175557e-11
875.7,8.86397026840483,0.44120210016634404,231.92992475050744,3.955333005088191e-11
1000.7,14.590386238083862,0.7054116614090525,276.9629976631452,4.133324165357394e-11
1125.6,12.072153719730093,0.4342645030860052,259.4964515992443,3.442936041779561e-11
1250.6,22.0567200424552,1.0019328939159868,304.31421004778963,3.634004191305034e-11
1375.5,7.875156830560412,0.42656650404290397,218.66289999591172,2.3740842383841323e-11
1500.5,13.73630364360567,0.6654865369646187,272.09328041511475,2.7080921153619735e-11
1625.5,14.593311691280157,0.6385603601025719,277.55788051982927,2.550047114566277e-11
1750.4,10.916886480146468,0.5310148403938707,251.14779532860302,2.1427607437430167e-11
1875.4,21.87744895481055,1.7252017482500834,308.50009800104954,2.4566484374164163e-11
2000.3,11.533574899579063,0.5783937236294768,254.6010801586961,1.900845078697709e-11
2125.3,20.66875391432372,1.1698737261592578,301.2513036035998,2.1168510896361797e-11
2250.2,7.245013715384221,0.30531349733956625,207.79362112798157,1.3790903098508292e-11
2375.2,11.488365322892747,0.559512320140629,254.3908184862035,1.5994949156115628e-11
2500.2,9.830206865341202,0.5048852944215477,241.45624480767884,1.4422658058525064e-11
2625.1,6.2128197211943474,0.2889116413215086,187.71379905812898,1.0679033851126872e-11
2750.1,4.041081245865263,0.2555393076430508,140.568452682024,7.633452265037873e-12
2875.0,3.620815813137945,0.2061151043922309,125.66945396608291,6.5279000302777064e-12
3000.0,2.54774769458599,0.20121606652562407,99.95116010060318,4.975631405269621e-12

