Corr config
dr,0.2
dtheta,1.2857142857142858
N_points_avg,1
neighbor_dist,8
""
General info
input_path,flatspin_temp_sweeps/S40_alpha_0.0121_temps_4000-7000_runs_25
report_created,2021-04-25 19:49:09.230009
""
Parameter results
T_c,4569.883012741761
C_curie,7.706886534110665e-10
A,10.686811023854563
nu,0.4624585138091549
""
Temp sweep data
temps,corrLengths,corrLengthsVar,corrSums,susceptibilities
4000.0,28.250155263257525,0.2647776016918298,91.37909492104177,3.4116814703547293e-12
4125.0,52.98538054359291,0.7107102760694374,99.52902162154271,3.6033578815708624e-12
4250.0,48.81874614409273,0.7009730608742584,98.68979894585317,3.4678870985564713e-12
4375.0,32.6255527969306,0.3363057801092409,93.6101880351896,3.1954106337920054e-12
4500.0,51.00482328575095,0.7631009465838126,99.147444850737,3.2904146375424788e-12
4625.0,99.99999999997482,9.435911756364213,106.83968890660674,3.449868121544418e-12
4750.0,32.94575498697,0.4044471466019194,93.77984217367108,2.9484753665114573e-12
4875.0,29.70897404185761,0.4725896841806432,92.13662869711618,2.8225348513112817e-12
5000.0,24.721767274797845,0.5051337512835136,88.9441724869537,2.6566179972080236e-12
5125.0,74.7297189553932,5.400292036598981,102.25019793851985,2.979558409766488e-12
5250.0,16.72604402214103,0.36563257524419457,80.66909481044706,2.2947189188315853e-12
5375.0,52.586494789377376,3.5724355157210983,99.23886092543444,2.7573056962701255e-12
5500.0,46.833079441750584,3.498855549060904,98.01612821643494,2.661438711861895e-12
5625.0,27.130088631842003,1.8216953967495004,90.47277160341956,2.4020220182665966e-12
5750.0,30.853735768021366,2.315592101972269,92.524937519275,2.403104029546157e-12
5875.0,22.811447256814443,1.5103598720217684,87.30858815271691,2.219375105653483e-12
6000.0,9.445925651186554,0.4199986294804267,64.79615740905439,1.6127966669960603e-12
6125.0,8.79553444467342,0.4545092538924459,62.564215440468914,1.5254624638428074e-12
6250.0,2.749017352263365,0.073285234390373,23.116310321069868,5.523573208756994e-13
6375.0,2.6131826419427164,0.08566927641807696,22.54322395095704,5.281015622312745e-13
6500.0,2.161968620835397,0.062390800269713914,16.730401844906307,3.84392257602502e-13
6625.0,2.0769192687503675,0.0529647825470178,15.933888414594644,3.591844318225574e-13
6750.0,1.6048752241617337,0.03266661086745298,10.211883425438286,2.2593509259887424e-13
6875.0,1.4906589822220861,0.038299514498724006,10.242175811614066,2.2248520683072265e-13
7000.0,1.3190453367647839,0.04218124887350259,8.915669205505166,1.902118294000059e-13

