# temp outdir
"[3000, 1.0, 1.5]" SquareSpinIceClosed.000000.npz
"[3000, 209.3, 1.5]" SquareSpinIceClosed.000001.npz
"[3000, 417.6, 1.5]" SquareSpinIceClosed.000002.npz
"[3000, 625.9, 1.5]" SquareSpinIceClosed.000003.npz
"[3000, 834.2, 1.5]" SquareSpinIceClosed.000004.npz
"[3000, 1042.5, 1.5]" SquareSpinIceClosed.000005.npz
"[3000, 1250.8, 1.5]" SquareSpinIceClosed.000006.npz
"[3000, 1459.0, 1.5]" SquareSpinIceClosed.000007.npz
"[3000, 1667.3, 1.5]" SquareSpinIceClosed.000008.npz
"[3000, 1875.6, 1.5]" SquareSpinIceClosed.000009.npz
"[3000, 2083.9, 1.5]" SquareSpinIceClosed.000010.npz
"[3000, 2292.2, 1.5]" SquareSpinIceClosed.000011.npz
"[3000, 2500.5, 1.5]" SquareSpinIceClosed.000012.npz
"[3000, 2708.8, 1.5]" SquareSpinIceClosed.000013.npz
"[3000, 2917.1, 1.5]" SquareSpinIceClosed.000014.npz
"[3000, 3125.4, 1.5]" SquareSpinIceClosed.000015.npz
"[3000, 3333.7, 1.5]" SquareSpinIceClosed.000016.npz
"[3000, 3542.0, 1.5]" SquareSpinIceClosed.000017.npz
"[3000, 3750.2, 1.5]" SquareSpinIceClosed.000018.npz
"[3000, 3958.5, 1.5]" SquareSpinIceClosed.000019.npz
"[3000, 4166.8, 1.5]" SquareSpinIceClosed.000020.npz
"[3000, 4375.1, 1.5]" SquareSpinIceClosed.000021.npz
"[3000, 4583.4, 1.5]" SquareSpinIceClosed.000022.npz
"[3000, 4791.7, 1.5]" SquareSpinIceClosed.000023.npz
"[3000, 5000.0, 1.5]" SquareSpinIceClosed.000024.npz
